Abdankung,Abdankung,case=accusative:number=singular
Abdankungen,Abdankung,case=accusative:number=plural
Abdeckplatte,Abdeckplatte,case=nominative:number=singular
Abdeckplatten,Abdeckplatte,case=nominative:number=plural
Abdeckplatte,Abdeckplatte,case=genitive:number=singular
Abdeckplatten,Abdeckplatte,case=genitive:number=plural
Abdeckplatte,Abdeckplatte,case=dative:number=singular
Abdeckplatten,Abdeckplatte,case=dative:number=plural
Abdeckplatte,Abdeckplatte,case=accusative:number=singular
Abdeckplatten,Abdeckplatte,case=accusative:number=plural
Abduktor,Abduktor,case=nominative:number=singular
Abduktoren,Abduktor,case=nominative:number=plural
Abduktor,Abduktor,case=genitive:number=singular
Abduktoren,Abduktor,case=genitive:number=plural
Abduktor,Abduktor,case=dative:number=singular
Abduktoren,Abduktor,case=dative:number=plural
Abduktor,Abduktor,case=accusative:number=singular
Abduktoren,Abduktor,case=accusative:number=plural
Abeillekolibri,Abeillekolibri,case=nominative:number=singular
Abeillekolibris,Abeillekolibri,case=nominative:number=plural
Abeillekolibris,Abeillekolibri,case=genitive:number=singular
Abeillekolibris,Abeillekolibri,case=genitive:number=plural
Abeillekolibri,Abeillekolibri,case=dative:number=singular
Abeillekolibris,Abeillekolibri,case=dative:number=plural
Abeillekolibri,Abeillekolibri,case=accusative:number=singular
Abeillekolibris,Abeillekolibri,case=accusative:number=plural
Abend,Abend,case=nominative:number=singular
Abende,Abend,case=nominative:number=plural
Abends,Abend,case=genitive:number=singular
Abende,Abend,case=genitive:number=plural
Abend,Abend,case=dative:number=singular
Abenden,Abend,case=dative:number=plural
Abend,Abend,case=accusative:number=singular
Abende,Abend,case=accusative:number=plural
Abendkasse,Abendkasse,case=nominative:number=singular
Abendkassen,Abendkasse,case=nominative:number=plural
Abendkasse,Abendkasse,case=genitive:number=singular
Abendkassen,Abendkasse,case=genitive:number=plural
Abendkasse,Abendkasse,case=dative:number=singular
Abendkassen,Abendkasse,case=dative:number=plural
Abendkasse,Abendkasse,case=accusative:number=singular
Abendkassen,Abendkasse,case=accusative:number=plural
Abendstern,Abendstern,case=nominative:number=singular
Abendsterne,Abendstern,case=nominative:number=plural
Abendsternes,Abendstern,case=genitive:number=singular
Abendsterne,Abendstern,case=genitive:number=plural
Abendstern,Abendstern,case=dative:number=singular
Abendsternen,Abendstern,case=dative:number=plural
Abendstern,Abendstern,case=accusative:number=singular
Abendsterne,Abendstern,case=accusative:number=plural
Abenteuer,Abenteuer,case=nominative:number=singular
Abenteuer,Abenteuer,case=nominative:number=plural
Abenteuers,Abenteuer,case=genitive:number=singular
Abenteuer,Abenteuer,case=genitive:number=plural
Abenteuer,Abenteuer,case=dative:number=singular
Abenteuern,Abenteuer,case=dative:number=plural
Abenteuer,Abenteuer,case=accusative:number=singular
Abenteuer,Abenteuer,case=accusative:number=plural
Abenteuerin,Abenteuerin,case=nominative:number=singular
Abenteuerinnen,Abenteuerin,case=nominative:number=plural
Abenteuerin,Abenteuerin,case=genitive:number=singular
Abenteuerinnen,Abenteuerin,case=genitive:number=plural
Abenteuerin,Abenteuerin,case=dative:number=singular
Abenteuerinnen,Abenteuerin,case=dative:number=plural
Abenteuerin,Abenteuerin,case=accusative:number=singular
Abenteuerinnen,Abenteuerin,case=accusative:number=plural
Abenteuerlichkeit,Abenteuerlichkeit,case=nominative:number=singular
Abenteuerlichkeiten,Abenteuerlichkeit,case=nominative:number=plural
Abenteuerlichkeit,Abenteuerlichkeit,case=genitive:number=singular
Abenteuerlichkeiten,Abenteuerlichkeit,case=genitive:number=plural
Abenteuerlichkeit,Abenteuerlichkeit,case=dative:number=singular
Abenteuerlichkeiten,Abenteuerlichkeit,case=dative:number=plural
Abenteuerlichkeit,Abenteuerlichkeit,case=accusative:number=singular
Abenteuerlichkeiten,Abenteuerlichkeit,case=accusative:number=plural
Abenteurerin,Abenteurerin,case=nominative:number=singular
Abenteurerinnen,Abenteurerin,case=nominative:number=plural
Abenteurerin,Abenteurerin,case=genitive:number=singular
Abenteurerinnen,Abenteurerin,case=genitive:number=plural
Abenteurerin,Abenteurerin,case=dative:number=singular
Abenteurerinnen,Abenteurerin,case=dative:number=plural
Abenteurerin,Abenteurerin,case=accusative:number=singular
Abenteurerinnen,Abenteurerin,case=accusative:number=plural
Aberglaube,Aberglaube,case=nominative:number=singular
Aberglauben,Aberglaube,case=nominative:number=plural
Aberglauben,Aberglaube,case=genitive:number=singular
Aberglauben,Aberglaube,case=genitive:number=plural
Aberglauben,Aberglaube,case=dative:number=singular
Aberglauben,Aberglaube,case=dative:number=plural
Aberglauben,Aberglaube,case=accusative:number=singular
Aberglauben,Aberglaube,case=accusative:number=plural
Abfalleimer,Abfalleimer,case=nominative:number=singular
Abfalleimer,Abfalleimer,case=nominative:number=plural
Abfalleimers,Abfalleimer,case=genitive:number=singular
Abfalleimer,Abfalleimer,case=genitive:number=plural
Abfalleimer,Abfalleimer,case=dative:number=singular
Abfalleimern,Abfalleimer,case=dative:number=plural
Abfalleimer,Abfalleimer,case=accusative:number=singular
Abfalleimer,Abfalleimer,case=accusative:number=plural
Abfallprodukt,Abfallprodukt,case=nominative:number=singular
Abfallprodukte,Abfallprodukt,case=nominative:number=plural
Abfallprodukts,Abfallprodukt,case=genitive:number=singular
Abfallprodukte,Abfallprodukt,case=genitive:number=plural
Abfallprodukt,Abfallprodukt,case=dative:number=singular
Abfallprodukten,Abfallprodukt,case=dative:number=plural
Abfallprodukt,Abfallprodukt,case=accusative:number=singular
Abfallprodukte,Abfallprodukt,case=accusative:number=plural
Abfertigungsgebäude,Abfertigungsgebäude,case=nominative:number=singular
Abfertigungsgebäude,Abfertigungsgebäude,case=nominative:number=plural
Abfertigungsgebäudes,Abfertigungsgebäude,case=genitive:number=singular
Abfertigungsgebäude,Abfertigungsgebäude,case=genitive:number=plural
Abfertigungsgebäude,Abfertigungsgebäude,case=dative:number=singular
Abfertigungsgebäuden,Abfertigungsgebäude,case=dative:number=plural
Abfertigungsgebäude,Abfertigungsgebäude,case=accusative:number=singular
Abfertigungsgebäude,Abfertigungsgebäude,case=accusative:number=plural
Abflug,Abflug,case=nominative:number=singular
Abflüge,Abflug,case=nominative:number=plural
Abfluges,Abflug,case=genitive:number=singular
Abflüge,Abflug,case=genitive:number=plural
Abflug,Abflug,case=dative:number=singular
Abflügen,Abflug,case=dative:number=plural
Abflug,Abflug,case=accusative:number=singular
Abflüge,Abflug,case=accusative:number=plural
Abfrage,Abfrage,case=nominative:number=singular
Abfragen,Abfrage,case=nominative:number=plural
Abfrage,Abfrage,case=genitive:number=singular
Abfragen,Abfrage,case=genitive:number=plural
Abfrage,Abfrage,case=dative:number=singular
Abfragen,Abfrage,case=dative:number=plural
Abfrage,Abfrage,case=accusative:number=singular
Abfragen,Abfrage,case=accusative:number=plural
Abgabe,Abgabe,case=nominative:number=singular
Abgaben,Abgabe,case=nominative:number=plural
Abgabe,Abgabe,case=genitive:number=singular
Abgaben,Abgabe,case=genitive:number=plural
Abgabe,Abgabe,case=dative:number=singular
Abgaben,Abgabe,case=dative:number=plural
Abgabe,Abgabe,case=accusative:number=singular
Abgaben,Abgabe,case=accusative:number=plural
Abgabeleistung,Abgabeleistung,case=nominative:number=singular
Abgabeleistungen,Abgabeleistung,case=nominative:number=plural
Abgabeleistung,Abgabeleistung,case=genitive:number=singular
Abgabeleistungen,Abgabeleistung,case=genitive:number=plural
Abgabeleistung,Abgabeleistung,case=dative:number=singular
Abgabeleistungen,Abgabeleistung,case=dative:number=plural
Abgabeleistung,Abgabeleistung,case=accusative:number=singular
Abgabeleistungen,Abgabeleistung,case=accusative:number=plural
Abgang,Abgang,case=nominative:number=singular
Abgänge,Abgang,case=nominative:number=plural
Abganges,Abgang,case=genitive:number=singular
Abgänge,Abgang,case=genitive:number=plural
Abgang,Abgang,case=dative:number=singular
Abgängen,Abgang,case=dative:number=plural
Abgang,Abgang,case=accusative:number=singular
Abgänge,Abgang,case=accusative:number=plural
Abkürzung,Abkürzung,case=nominative:number=singular
Abkürzungen,Abkürzung,case=nominative:number=plural
Abkürzung,Abkürzung,case=genitive:number=singular
Abkürzungen,Abkürzung,case=genitive:number=plural
Abkürzung,Abkürzung,case=dative:number=singular
Abkürzungen,Abkürzung,case=dative:number=plural
Abkürzung,Abkürzung,case=accusative:number=singular
Abkürzungen,Abkürzung,case=accusative:number=plural
Ableger,Ableger,case=nominative:number=singular
Ableger,Ableger,case=nominative:number=plural
Ablegers,Ableger,case=genitive:number=singular
Ableger,Ableger,case=genitive:number=plural
Ableger,Ableger,case=dative:number=singular
Ablegern,Ableger,case=dative:number=plural
Ableger,Ableger,case=accusative:number=singular
Ableger,Ableger,case=accusative:number=plural
Ablehnung,Ablehnung,case=nominative:number=singular
Ablehnungen,Ablehnung,case=nominative:number=plural
Ablehnung,Ablehnung,case=genitive:number=singular
Ablehnungen,Ablehnung,case=genitive:number=plural
Ablehnung,Ablehnung,case=dative:number=singular
Ablehnungen,Ablehnung,case=dative:number=plural
Ablehnung,Ablehnung,case=accusative:number=singular
Ablehnungen,Ablehnung,case=accusative:number=plural
Abrede,Abrede,case=nominative:number=singular
Abreden,Abrede,case=nominative:number=plural
Abrede,Abrede,case=genitive:number=singular
Abreden,Abrede,case=genitive:number=plural
Abrede,Abrede,case=dative:number=singular
Abreden,Abrede,case=dative:number=plural
Abrede,Abrede,case=accusative:number=singular
Abreden,Abrede,case=accusative:number=plural
Abrieb,Abrieb,case=nominative:number=singular
Abriebe,Abrieb,case=nominative:number=plural
Abriebes,Abrieb,case=genitive:number=singular
Abriebe,Abrieb,case=genitive:number=plural
Abrieb,Abrieb,case=dative:number=singular
Abrieben,Abrieb,case=dative:number=plural
Abrieb,Abrieb,case=accusative:number=singular
Abriebe,Abrieb,case=accusative:number=plural
Abscheulichkeit,Abscheulichkeit,case=nominative:number=singular
Abscheulichkeiten,Abscheulichkeit,case=nominative:number=plural
Abscheulichkeit,Abscheulichkeit,case=genitive:number=singular
Abscheulichkeiten,Abscheulichkeit,case=genitive:number=plural
Abscheulichkeit,Abscheulichkeit,case=dative:number=singular
Abscheulichkeiten,Abscheulichkeit,case=dative:number=plural
Abscheulichkeit,Abscheulichkeit,case=accusative:number=singular
Abscheulichkeiten,Abscheulichkeit,case=accusative:number=plural
Abstimmung,Abstimmung,case=nominative:number=singular
Abstimmungen,Abstimmung,case=nominative:number=plural
Abstimmung,Abstimmung,case=genitive:number=singular
Abstimmungen,Abstimmung,case=genitive:number=plural
Abstimmung,Abstimmung,case=dative:number=singular
Abstimmungen,Abstimmung,case=dative:number=plural
Abstimmung,Abstimmung,case=accusative:number=singular
Abstimmungen,Abstimmung,case=accusative:number=plural
Abszisse,Abszisse,case=nominative:number=singular
Abszissen,Abszisse,case=nominative:number=plural
Abszisse,Abszisse,case=genitive:number=singular
Abszissen,Abszisse,case=genitive:number=plural
Abszisse,Abszisse,case=dative:number=singular
Abszissen,Abszisse,case=dative:number=plural
Abszisse,Abszisse,case=accusative:number=singular
Abszissen,Abszisse,case=accusative:number=plural
Abt,Abt,case=nominative:number=singular
Äbte,Abt,case=nominative:number=plural
Abtes,Abt,case=genitive:number=singular
Äbte,Abt,case=genitive:number=plural
Abt,Abt,case=dative:number=singular
Äbten,Abt,case=dative:number=plural
Abt,Abt,case=accusative:number=singular
Äbte,Abt,case=accusative:number=plural
Abteil,Abteil,case=nominative:number=singular
Abteile,Abteil,case=nominative:number=plural
Abteiles,Abteil,case=genitive:number=singular
Abteile,Abteil,case=genitive:number=plural
Abteil,Abteil,case=dative:number=singular
Abteilen,Abteil,case=dative:number=plural
Abteil,Abteil,case=accusative:number=singular
Abteile,Abteil,case=accusative:number=plural
Abzocke,Abzocke,case=nominative:number=singular
Abzocken,Abzocke,case=nominative:number=plural
Abzocke,Abzocke,case=genitive:number=singular
Abzocken,Abzocke,case=genitive:number=plural
Abzocke,Abzocke,case=dative:number=singular
Abzocken,Abzocke,case=dative:number=plural
Abzocke,Abzocke,case=accusative:number=singular
Abzocken,Abzocke,case=accusative:number=plural
Abänderung,Abänderung,case=nominative:number=singular
Abänderungen,Abänderung,case=nominative:number=plural
Abänderung,Abänderung,case=genitive:number=singular
Abänderungen,Abänderung,case=genitive:number=plural
Abänderung,Abänderung,case=dative:number=singular
Abänderungen,Abänderung,case=dative:number=plural
Abänderung,Abänderung,case=accusative:number=singular
Abänderungen,Abänderung,case=accusative:number=plural
Acetat,Acetat,case=nominative:number=singular
Acetate,Acetat,case=nominative:number=plural
Acetats,Acetat,case=genitive:number=singular
Acetate,Acetat,case=genitive:number=plural
Acetat,Acetat,case=dative:number=singular
Acetaten,Acetat,case=dative:number=plural
Acetat,Acetat,case=accusative:number=singular
Acetate,Acetat,case=accusative:number=plural
Acetessigsäure,Acetessigsäure,case=nominative:number=singular
Acetessigsäuren,Acetessigsäure,case=nominative:number=plural
Acetessigsäure,Acetessigsäure,case=genitive:number=singular
Acetessigsäuren,Acetessigsäure,case=genitive:number=plural
Acetessigsäure,Acetessigsäure,case=dative:number=singular
Acetessigsäuren,Acetessigsäure,case=dative:number=plural
Acetessigsäure,Acetessigsäure,case=accusative:number=singular
Acetessigsäuren,Acetessigsäure,case=accusative:number=plural
Achsel,Achsel,case=nominative:number=singular
Achseln,Achsel,case=nominative:number=plural
Achsel,Achsel,case=genitive:number=singular
Achseln,Achsel,case=genitive:number=plural
Achsel,Achsel,case=dative:number=singular
Achseln,Achsel,case=dative:number=plural
Achsel,Achsel,case=accusative:number=singular
Achseln,Achsel,case=accusative:number=plural
Achselhöhle,Achselhöhle,case=nominative:number=singular
Achselhöhlen,Achselhöhle,case=nominative:number=plural
Achselhöhle,Achselhöhle,case=genitive:number=singular
Achselhöhlen,Achselhöhle,case=genitive:number=plural
Achselhöhle,Achselhöhle,case=dative:number=singular
Achselhöhlen,Achselhöhle,case=dative:number=plural
Achselhöhle,Achselhöhle,case=accusative:number=singular
Achselhöhlen,Achselhöhle,case=accusative:number=plural
Acht,Acht,case=nominative:number=singular
Achten,Acht,case=nominative:number=plural
Acht,Acht,case=genitive:number=singular
Achten,Acht,case=genitive:number=plural
Acht,Acht,case=dative:number=singular
Achten,Acht,case=dative:number=plural
Acht,Acht,case=accusative:number=singular
Achten,Acht,case=accusative:number=plural
Adaptierte,Adaptierte,case=nominative:number=singular
Adaptierten,Adaptierte,case=nominative:number=plural
Adaptierten,Adaptierte,case=genitive:number=singular
Adaptierten,Adaptierte,case=genitive:number=plural
Adaptierten,Adaptierte,case=dative:number=singular
Adaptiertenn,Adaptierte,case=dative:number=plural
Adaptierten,Adaptierte,case=accusative:number=singular
Adaptierten,Adaptierte,case=accusative:number=plural
Addukt,Addukt,case=nominative:number=singular
Addukte,Addukt,case=nominative:number=plural
Adduktes,Addukt,case=genitive:number=singular
Addukte,Addukt,case=genitive:number=plural
Addukt,Addukt,case=dative:number=singular
Addukten,Addukt,case=dative:number=plural
Addukt,Addukt,case=accusative:number=singular
Addukte,Addukt,case=accusative:number=plural
Adjektiv,Adjektiv,case=nominative:number=singular
Adjektive,Adjektiv,case=nominative:number=plural
Adjektivs,Adjektiv,case=genitive:number=singular
Adjektive,Adjektiv,case=genitive:number=plural
Adjektiv,Adjektiv,case=dative:number=singular
Adjektiven,Adjektiv,case=dative:number=plural
Adjektiv,Adjektiv,case=accusative:number=singular
Adjektive,Adjektiv,case=accusative:number=plural
Adler,Adler,case=nominative:number=singular
Adler,Adler,case=nominative:number=plural
Adlers,Adler,case=genitive:number=singular
Adler,Adler,case=genitive:number=plural
Adler,Adler,case=dative:number=singular
Adlern,Adler,case=dative:number=plural
Adler,Adler,case=accusative:number=singular
Adler,Adler,case=accusative:number=plural
Advent,Advent,case=nominative:number=singular
Advente,Advent,case=nominative:number=plural
Adventes,Advent,case=genitive:number=singular
Advente,Advent,case=genitive:number=plural
Advent,Advent,case=dative:number=singular
Adventen,Advent,case=dative:number=plural
Advent,Advent,case=accusative:number=singular
Advente,Advent,case=accusative:number=plural
Adventskalender,Adventskalender,case=nominative:number=singular
Adventskalender,Adventskalender,case=nominative:number=plural
Adventskalenders,Adventskalender,case=genitive:number=singular
Adventskalender,Adventskalender,case=genitive:number=plural
Adventskalender,Adventskalender,case=dative:number=singular
Adventskalendern,Adventskalender,case=dative:number=plural
Adventskalender,Adventskalender,case=accusative:number=singular
Adventskalender,Adventskalender,case=accusative:number=plural
Aerogel,Aerogel,case=nominative:number=singular
Aerogele,Aerogel,case=nominative:number=plural
Aerogels,Aerogel,case=genitive:number=singular
Aerogele,Aerogel,case=genitive:number=plural
Aerogel,Aerogel,case=dative:number=singular
Aerogelen,Aerogel,case=dative:number=plural
Aerogel,Aerogel,case=accusative:number=singular
Aerogele,Aerogel,case=accusative:number=plural
Aerosol,Aerosol,case=nominative:number=singular
Aerosole,Aerosol,case=nominative:number=plural
Aerosols,Aerosol,case=genitive:number=singular
Aerosole,Aerosol,case=genitive:number=plural
Aerosol,Aerosol,case=dative:number=singular
Aerosolen,Aerosol,case=dative:number=plural
Aerosol,Aerosol,case=accusative:number=singular
Aerosole,Aerosol,case=accusative:number=plural
Affenpinscher,Affenpinscher,case=nominative:number=singular
Affenpinscher,Affenpinscher,case=nominative:number=plural
Affenpinschers,Affenpinscher,case=genitive:number=singular
Affenpinscher,Affenpinscher,case=genitive:number=plural
Affenpinscher,Affenpinscher,case=dative:number=singular
Affenpinschern,Affenpinscher,case=dative:number=plural
Affenpinscher,Affenpinscher,case=accusative:number=singular
Affenpinscher,Affenpinscher,case=accusative:number=plural
Agoraphobie,Agoraphobie,case=nominative:number=singular
Agoraphobien,Agoraphobie,case=nominative:number=plural
Agoraphobie,Agoraphobie,case=genitive:number=singular
Agoraphobien,Agoraphobie,case=genitive:number=plural
Agoraphobie,Agoraphobie,case=dative:number=singular
Agoraphobien,Agoraphobie,case=dative:number=plural
Agoraphobie,Agoraphobie,case=accusative:number=singular
Agoraphobien,Agoraphobie,case=accusative:number=plural
Ahn,Ahn,case=nominative:number=singular
Ahnen,Ahn,case=nominative:number=plural
Ahnes,Ahn,case=genitive:number=singular
Ahnen,Ahn,case=genitive:number=plural
Ahn,Ahn,case=dative:number=singular
Ahnen,Ahn,case=dative:number=plural
Ahn,Ahn,case=accusative:number=singular
Ahnen,Ahn,case=accusative:number=plural
Airport,Airport,case=nominative:number=singular
Airports,Airport,case=nominative:number=plural
Airports,Airport,case=genitive:number=singular
Airports,Airport,case=genitive:number=plural
Airport,Airport,case=dative:number=singular
Airports,Airport,case=dative:number=plural
Airport,Airport,case=accusative:number=singular
Airports,Airport,case=accusative:number=plural
Akelei,Akelei,case=nominative:number=singular
Akeleien,Akelei,case=nominative:number=plural
Akelei,Akelei,case=genitive:number=singular
Akeleien,Akelei,case=genitive:number=plural
Akelei,Akelei,case=dative:number=singular
Akeleien,Akelei,case=dative:number=plural
Akelei,Akelei,case=accusative:number=singular
Akeleien,Akelei,case=accusative:number=plural
Akkordeonspieler,Akkordeonspieler,case=nominative:number=singular
Akkordeonspieler,Akkordeonspieler,case=nominative:number=plural
Akkordeonspielers,Akkordeonspieler,case=genitive:number=singular
Akkordeonspieler,Akkordeonspieler,case=genitive:number=plural
Akkordeonspieler,Akkordeonspieler,case=dative:number=singular
Akkordeonspielern,Akkordeonspieler,case=dative:number=plural
Akkordeonspieler,Akkordeonspieler,case=accusative:number=singular
Akkordeonspieler,Akkordeonspieler,case=accusative:number=plural
Akkordeonspielerin,Akkordeonspielerin,case=nominative:number=singular
Akkordeonspielerinnen,Akkordeonspielerin,case=nominative:number=plural
Akkordeonspielerin,Akkordeonspielerin,case=genitive:number=singular
Akkordeonspielerinnen,Akkordeonspielerin,case=genitive:number=plural
Akkordeonspielerin,Akkordeonspielerin,case=dative:number=singular
Akkordeonspielerinnen,Akkordeonspielerin,case=dative:number=plural
Akkordeonspielerin,Akkordeonspielerin,case=accusative:number=singular
Akkordeonspielerinnen,Akkordeonspielerin,case=accusative:number=plural
Aktionspotential,Aktionspotential,case=nominative:number=singular
Aktionspotentiale,Aktionspotential,case=nominative:number=plural
Aktionspotentials,Aktionspotential,case=genitive:number=singular
Aktionspotentiale,Aktionspotential,case=genitive:number=plural
Aktionspotential,Aktionspotential,case=dative:number=singular
Aktionspotentialen,Aktionspotential,case=dative:number=plural
Aktionspotential,Aktionspotential,case=accusative:number=singular
Aktionspotentiale,Aktionspotential,case=accusative:number=plural
Alb,Alb,case=nominative:number=singular
Alben,Alb,case=nominative:number=plural
Albes,Alb,case=genitive:number=singular
Alben,Alb,case=genitive:number=plural
Alb,Alb,case=dative:number=singular
Alben,Alb,case=dative:number=plural
Alb,Alb,case=accusative:number=singular
Alben,Alb,case=accusative:number=plural
Albit,Albit,case=nominative:number=singular
Albite,Albit,case=nominative:number=plural
Albits,Albit,case=genitive:number=singular
Albite,Albit,case=genitive:number=plural
Albit,Albit,case=dative:number=singular
Albiten,Albit,case=dative:number=plural
Albit,Albit,case=accusative:number=singular
Albite,Albit,case=accusative:number=plural
Alexandrit,Alexandrit,case=nominative:number=singular
Alexandrite,Alexandrit,case=nominative:number=plural
Alexandrits,Alexandrit,case=genitive:number=singular
Alexandrite,Alexandrit,case=genitive:number=plural
Alexandrit,Alexandrit,case=dative:number=singular
Alexandriten,Alexandrit,case=dative:number=plural
Alexandrit,Alexandrit,case=accusative:number=singular
Alexandrite,Alexandrit,case=accusative:number=plural
Alkalimetall,Alkalimetall,case=nominative:number=singular
Alkalimetalle,Alkalimetall,case=nominative:number=plural
Alkalimetalles,Alkalimetall,case=genitive:number=singular
Alkalimetalle,Alkalimetall,case=genitive:number=plural
Alkalimetall,Alkalimetall,case=dative:number=singular
Alkalimetallen,Alkalimetall,case=dative:number=plural
Alkalimetall,Alkalimetall,case=accusative:number=singular
Alkalimetalle,Alkalimetall,case=accusative:number=plural
Alkaloid,Alkaloid,case=nominative:number=singular
Alkaloide,Alkaloid,case=nominative:number=plural
Alkaloides,Alkaloid,case=genitive:number=singular
Alkaloide,Alkaloid,case=genitive:number=plural
Alkaloid,Alkaloid,case=dative:number=singular
Alkaloiden,Alkaloid,case=dative:number=plural
Alkaloid,Alkaloid,case=accusative:number=singular
Alkaloide,Alkaloid,case=accusative:number=plural
Alkan,Alkan,case=nominative:number=singular
Alkane,Alkan,case=nominative:number=plural
Alkans,Alkan,case=genitive:number=singular
Alkane,Alkan,case=genitive:number=plural
Alkan,Alkan,case=dative:number=singular
Alkanen,Alkan,case=dative:number=plural
Alkan,Alkan,case=accusative:number=singular
Alkane,Alkan,case=accusative:number=plural
Alkin,Alkin,case=nominative:number=singular
Alkine,Alkin,case=nominative:number=plural
Alkins,Alkin,case=genitive:number=singular
Alkine,Alkin,case=genitive:number=plural
Alkin,Alkin,case=dative:number=singular
Alkinen,Alkin,case=dative:number=plural
Alkin,Alkin,case=accusative:number=singular
Alkine,Alkin,case=accusative:number=plural
Alkohol,Alkohol,case=nominative:number=singular
Alkohole,Alkohol,case=nominative:number=plural
Alkohols,Alkohol,case=genitive:number=singular
Alkohole,Alkohol,case=genitive:number=plural
Alkohol,Alkohol,case=dative:number=singular
Alkoholen,Alkohol,case=dative:number=plural
Alkohol,Alkohol,case=accusative:number=singular
Alkohole,Alkohol,case=accusative:number=plural
Alkoholat,Alkoholat,case=nominative:number=singular
Alkoholate,Alkoholat,case=nominative:number=plural
Alkoholats,Alkoholat,case=genitive:number=singular
Alkoholate,Alkoholat,case=genitive:number=plural
Alkoholat,Alkoholat,case=dative:number=singular
Alkoholaten,Alkoholat,case=dative:number=plural
Alkoholat,Alkoholat,case=accusative:number=singular
Alkoholate,Alkoholat,case=accusative:number=plural
Allotrop,Allotrop,case=nominative:number=singular
Allotrope,Allotrop,case=nominative:number=plural
Allotrops,Allotrop,case=genitive:number=singular
Allotrope,Allotrop,case=genitive:number=plural
Allotrop,Allotrop,case=dative:number=singular
Allotropen,Allotrop,case=dative:number=plural
Allotrop,Allotrop,case=accusative:number=singular
Allotrope,Allotrop,case=accusative:number=plural
Allotropie,Allotropie,case=nominative:number=singular
Allotropien,Allotropie,case=nominative:number=plural
Allotropie,Allotropie,case=genitive:number=singular
Allotropien,Allotropie,case=genitive:number=plural
Allotropie,Allotropie,case=dative:number=singular
Allotropien,Allotropie,case=dative:number=plural
Allotropie,Allotropie,case=accusative:number=singular
Allotropien,Allotropie,case=accusative:number=plural
Alm,Alm,case=nominative:number=singular
Almen,Alm,case=nominative:number=plural
Alm,Alm,case=genitive:number=singular
Almen,Alm,case=genitive:number=plural
Alm,Alm,case=dative:number=singular
Almen,Alm,case=dative:number=plural
Alm,Alm,case=accusative:number=singular
Almen,Alm,case=accusative:number=plural
Alphabet,Alphabet,case=nominative:number=singular
Alphabete,Alphabet,case=nominative:number=plural
Alphabetes,Alphabet,case=genitive:number=singular
Alphabete,Alphabet,case=genitive:number=plural
Alphabet,Alphabet,case=dative:number=singular
Alphabeten,Alphabet,case=dative:number=plural
Alphabet,Alphabet,case=accusative:number=singular
Alphabete,Alphabet,case=accusative:number=plural
Altar,Altar,case=nominative:number=singular
Altäre,Altar,case=nominative:number=plural
Altares,Altar,case=genitive:number=singular
Altäre,Altar,case=genitive:number=plural
Altar,Altar,case=dative:number=singular
Altären,Altar,case=dative:number=plural
Altar,Altar,case=accusative:number=singular
Altäre,Altar,case=accusative:number=plural
